code,current_losses,current_ties,current_wins,d_rating,goal_diff,group,group_1,group_2,group_3,group_4,id,losses,make_final,make_quarters,make_second_round,make_semis,name,o_rating,sdr_id,ties,win_final,wins,win_league,make_round_of_16,last_updated
SCP,5.0,0.0,1.0,0.8532,-3.0,F,0.0,0.0,0.0,1.0,2250,5.0,0.0,0.0,0.0,0.0,Sporting CP,1.70553,74330,0.0,0.0,1.0,0.0,0.0,2017-04-02 20:41
ARS,0.0,2.0,4.0,1.078,12.0,A,1.0,0.0,0.0,0.0,359,0.0,0.0,0.0,1.0,0.0,Arsenal,2.38753,73616,2.0,0.0,4.0,0.0,1.0,2017-04-02 20:41
POR,1.0,2.0,3.0,0.92545,6.0,G,0.0,1.0,0.0,0.0,437,1.0,0.0,0.0,1.0,0.0,FC Porto,1.80947,74329,2.0,0.0,3.0,0.0,1.0,2017-04-02 20:41
TOT,3.0,1.0,2.0,0.75204,0.0,E,0.0,0.0,1.0,0.0,367,3.0,0.0,0.0,0.0,0.0,Tottenham Hotspur,2.15935,73602,1.0,0.0,2.0,0.0,0.0,2017-04-02 20:41
SEV,1.0,2.0,3.0,0.96831,4.0,H,0.0,1.0,0.0,0.0,243,1.0,0.0,0.0,1.0,0.0,Sevilla FC,1.85501,93401,2.0,0.0,3.0,0.0,1.0,2017-04-02 20:41
BES,1.0,4.0,1.0,1.50455,-5.0,B,0.0,0.0,1.0,0.0,1895,1.0,0.0,0.0,0.0,0.0,Besiktas,1.75653,74202,4.0,0.0,1.0,0.0,0.0,2017-04-02 20:41
PSV,4.0,2.0,0.0,1.17512,-7.0,D,0.0,0.0,0.0,1.0,148,4.0,0.0,0.0,0.0,0.0,PSV,1.85881,93373,2.0,0.0,0.0,0.0,0.0,2017-04-02 20:41
ROS,3.0,2.0,1.0,1.4208,-6.0,D,0.0,0.0,1.0,0.0,3852,3.0,0.0,0.0,0.0,0.0,Rostov,1.39696,74350,2.0,0.0,1.0,0.0,0.0,2017-03-19 21:55
LYON,2.0,2.0,2.0,1.03123,2.0,H,0.0,0.0,1.0,0.0,167,2.0,0.0,0.0,0.0,0.0,Lyon,2.19228,74432,2.0,0.0,2.0,0.0,0.0,2017-03-19 21:55
MAD,0.0,3.0,3.0,0.90191,6.0,F,0.0,1.0,0.0,0.0,86,0.0,0.20428,1.0,1.0,0.35152,Real Madrid,2.97861,74013,3.0,0.10252,3.0,0.10252,1.0,2017-03-19 21:55
CBKV,6.0,0.0,0.0,1.51857,-12.0,G,0.0,0.0,0.0,1.0,570,6.0,0.0,0.0,0.0,0.0,Club Brugge,1.02543,72883,0.0,0.0,0.0,0.0,0.0,2017-03-19 21:55
BAS,4.0,2.0,0.0,1.31309,-9.0,A,0.0,0.0,0.0,1.0,989,4.0,0.0,0.0,0.0,0.0,Basel,1.85505,93159,2.0,0.0,0.0,0.0,0.0,2017-03-19 21:55
PSG,0.0,3.0,3.0,0.72231,6.0,A,0.0,1.0,0.0,0.0,160,0.0,0.0,0.0,1.0,0.0,Paris Saint-Germain,2.44381,74427,3.0,0.0,3.0,0.0,1.0,2017-03-19 21:55
DIN,6.0,0.0,0.0,1.22434,-15.0,H,0.0,0.0,0.0,1.0,597,6.0,0.0,0.0,0.0,0.0,Dinamo Zagreb,1.26939,72934,0.0,0.0,0.0,0.0,0.0,2017-03-19 21:55
DOR,0.0,2.0,4.0,0.86332,12.0,F,1.0,0.0,0.0,0.0,124,0.0,0.23818,1.0,1.0,0.59934,Borussia Dortmund,2.51961,74050,2.0,0.09296,4.0,0.09296,1.0,2017-03-19 21:55
MON,1.0,2.0,3.0,0.90268,2.0,E,1.0,0.0,0.0,0.0,174,1.0,0.12934,1.0,1.0,0.40066,AS Monaco,2.42855,74430,2.0,0.04256,3.0,0.04256,1.0,2017-03-19 21:55
LEV,0.0,4.0,2.0,1.11652,4.0,E,0.0,1.0,0.0,0.0,131,0.0,0.0,0.0,1.0,0.0,Bayer Leverkusen,1.89227,74045,4.0,0.0,2.0,0.0,1.0,2017-03-19 21:55
MNC,1.0,3.0,2.0,0.741,2.0,C,0.0,1.0,0.0,0.0,382,1.0,0.0,0.0,1.0,0.0,Manchester City,2.39388,73608,3.0,0.0,2.0,0.0,1.0,2017-03-19 21:55
ATL,1.0,0.0,5.0,0.70786,5.0,D,1.0,0.0,0.0,0.0,1068,1.0,0.22766,1.0,1.0,0.73246,Atletico Madrid,1.894,74010,0.0,0.08116,5.0,0.08116,1.0,2017-03-19 21:55
LEI,1.0,1.0,4.0,1.23093,1.0,G,1.0,0.0,0.0,0.0,375,1.0,0.0388,1.0,1.0,0.26754,Leicester City,1.53145,73629,1.0,0.00838,4.0,0.00838,1.0,2017-03-19 21:55
BEN,2.0,2.0,2.0,1.04631,0.0,B,0.0,1.0,0.0,0.0,1929,2.0,0.0,0.0,1.0,0.0,Benfica,1.98603,74332,2.0,0.0,2.0,0.0,1.0,2017-03-19 21:55
CSKA,3.0,3.0,0.0,1.15499,-6.0,E,0.0,0.0,0.0,1.0,1963,3.0,0.0,0.0,0.0,0.0,CSKA Moscow,1.4571,74347,3.0,0.0,0.0,0.0,0.0,2017-03-19 21:55
CEL,3.0,3.0,0.0,1.30243,-11.0,C,0.0,0.0,0.0,1.0,256,3.0,0.0,0.0,0.0,0.0,Celtic,2.40609,73714,3.0,0.0,0.0,0.0,0.0,2017-03-19 21:55
NAP,1.0,2.0,3.0,0.9116,3.0,B,1.0,0.0,0.0,0.0,114,1.0,0.0,0.0,1.0,0.0,Napoli,2.37448,73848,2.0,0.0,3.0,0.0,1.0,2017-03-19 21:55
LUD,3.0,3.0,0.0,0.96754,-9.0,A,0.0,0.0,1.0,0.0,13018,3.0,0.0,0.0,0.0,0.0,Ludogorets,1.64795,103285,3.0,0.0,0.0,0.0,0.0,2017-03-19 21:55
BAR,1.0,0.0,5.0,0.72954,16.0,C,1.0,0.0,0.0,0.0,83,1.0,0.50576,1.0,1.0,0.66642,Barcelona,3.44722,74014,0.0,0.30718,5.0,0.30718,1.0,2017-03-19 21:55
JUV,0.0,2.0,4.0,0.51639,9.0,H,1.0,0.0,0.0,0.0,111,0.0,0.198,1.0,1.0,0.33358,Juventus,2.25416,73847,2.0,0.10286,4.0,0.10286,1.0,2017-03-19 21:55
KIEV,3.0,2.0,1.0,0.80262,2.0,B,0.0,0.0,0.0,1.0,440,3.0,0.0,0.0,0.0,0.0,Dynamo Kiev,1.92951,74217,2.0,0.0,1.0,0.0,0.0,2017-03-19 21:55
BMU,2.0,0.0,4.0,0.53487,8.0,D,0.0,1.0,0.0,0.0,132,2.0,0.45798,1.0,1.0,0.64848,Bayern Munich,2.90266,74078,0.0,0.26238,4.0,0.26238,1.0,2017-03-19 21:55
COP,1.0,3.0,2.0,1.04018,5.0,G,0.0,0.0,1.0,0.0,909,1.0,0.0,0.0,0.0,0.0,FC Copenhagen,1.28719,72960,3.0,0.0,2.0,0.0,0.0,2017-03-19 21:55
MGB,3.0,2.0,1.0,1.0196,-7.0,C,0.0,0.0,1.0,0.0,268,3.0,0.0,0.0,0.0,0.0,Borussia Monchengladbach,1.60699,74048,2.0,0.0,1.0,0.0,0.0,2017-03-19 21:55
WAR,4.0,1.0,1.0,1.53239,-15.0,F,0.0,0.0,1.0,0.0,555,4.0,0.0,0.0,0.0,0.0,Legia Warsaw,1.61261,73949,1.0,0.0,1.0,0.0,0.0,2017-03-19 21:55
SCP,5.0,0.0,1.0,0.8532,-3.0,F,0.0,0.0,0.0,1.0,2250,5.0,0.0,0.0,0.0,0.0,Sporting CP,1.70553,74330,0.0,0.0,1.0,0.0,0.0,2017-03-19 21:55
ARS,0.0,2.0,4.0,1.07661,12.0,A,1.0,0.0,0.0,0.0,359,0.0,0.0,0.0,1.0,0.0,Arsenal,2.38925,73616,2.0,0.0,4.0,0.0,1.0,2017-03-19 21:55
POR,1.0,2.0,3.0,0.92545,6.0,G,0.0,1.0,0.0,0.0,437,1.0,0.0,0.0,1.0,0.0,FC Porto,1.80947,74329,2.0,0.0,3.0,0.0,1.0,2017-03-19 21:55
TOT,3.0,1.0,2.0,0.77573,0.0,E,0.0,0.0,1.0,0.0,367,3.0,0.0,0.0,0.0,0.0,Tottenham Hotspur,2.14432,73602,1.0,0.0,2.0,0.0,0.0,2017-03-19 21:55
SEV,1.0,2.0,3.0,0.99184,4.0,H,0.0,1.0,0.0,0.0,243,1.0,0.0,0.0,1.0,0.0,Sevilla FC,1.92016,93401,2.0,0.0,3.0,0.0,1.0,2017-03-19 21:55
BES,1.0,4.0,1.0,1.50455,-5.0,B,0.0,0.0,1.0,0.0,1895,1.0,0.0,0.0,0.0,0.0,Besiktas,1.75653,74202,4.0,0.0,1.0,0.0,0.0,2017-03-19 21:55
PSV,4.0,2.0,0.0,1.17512,-7.0,D,0.0,0.0,0.0,1.0,148,4.0,0.0,0.0,0.0,0.0,PSV,1.85881,93373,2.0,0.0,0.0,0.0,0.0,2017-03-19 21:55
ROS,3.0,2.0,1.0,1.4208,-6.0,D,0.0,0.0,1.0,0.0,3852,3.0,0.0,0.0,0.0,0.0,Rostov,1.39696,74350,2.0,0.0,1.0,0.0,0.0,2017-03-12 21:55
LYON,2.0,2.0,2.0,1.03867,2.0,H,0.0,0.0,1.0,0.0,167,2.0,0.0,0.0,0.0,0.0,Lyon,2.19338,74432,2.0,0.0,2.0,0.0,0.0,2017-03-12 21:55
MAD,0.0,3.0,3.0,0.8838,6.0,F,0.0,1.0,0.0,0.0,86,0.0,0.25722,1.0,1.0,0.53548,Real Madrid,2.98046,74013,3.0,0.12196,3.0,0.12196,1.0,2017-03-12 21:55
CBKV,6.0,0.0,0.0,1.51857,-12.0,G,0.0,0.0,0.0,1.0,570,6.0,0.0,0.0,0.0,0.0,Club Brugge,1.02543,72883,0.0,0.0,0.0,0.0,0.0,2017-03-12 21:55
BAS,4.0,2.0,0.0,1.31309,-9.0,A,0.0,0.0,0.0,1.0,989,4.0,0.0,0.0,0.0,0.0,Basel,1.85505,93159,2.0,0.0,0.0,0.0,0.0,2017-03-12 21:55
PSG,0.0,3.0,3.0,0.72276,6.0,A,0.0,1.0,0.0,0.0,160,0.0,0.0,0.0,1.0,0.0,Paris Saint-Germain,2.45936,74427,3.0,0.0,3.0,0.0,1.0,2017-03-12 21:55
DIN,6.0,0.0,0.0,1.22434,-15.0,H,0.0,0.0,0.0,1.0,597,6.0,0.0,0.0,0.0,0.0,Dinamo Zagreb,1.26939,72934,0.0,0.0,0.0,0.0,0.0,2017-03-12 21:55
DOR,0.0,2.0,4.0,0.86452,12.0,F,1.0,0.0,0.0,0.0,124,0.0,0.1702,1.0,1.0,0.4389,Borussia Dortmund,2.60522,74050,2.0,0.07096,4.0,0.07096,1.0,2017-03-12 21:55
MON,1.0,2.0,3.0,0.95341,2.0,E,1.0,0.0,0.0,0.0,174,1.0,0.0159,0.15958,1.0,0.0526,AS Monaco,2.37284,74430,2.0,0.00548,3.0,0.00548,1.0,2017-03-12 21:55
LEV,0.0,4.0,2.0,1.17891,4.0,E,0.0,1.0,0.0,0.0,131,0.0,0.00048,0.01138,1.0,0.00252,Bayer Leverkusen,1.93562,74045,4.0,0.00016,2.0,0.00016,1.0,2017-03-12 21:55
MNC,1.0,3.0,2.0,0.71494,2.0,C,0.0,1.0,0.0,0.0,382,1.0,0.18078,0.84042,1.0,0.40922,Manchester City,2.41388,73608,3.0,0.08234,2.0,0.08234,1.0,2017-03-12 21:55
ATL,1.0,0.0,5.0,0.69926,5.0,D,1.0,0.0,0.0,0.0,1068,1.0,0.12512,0.98862,1.0,0.3677,Atletico Madrid,1.89856,74010,0.0,0.0497,5.0,0.0497,1.0,2017-03-12 21:55
LEI,1.0,1.0,4.0,1.23585,1.0,G,1.0,0.0,0.0,0.0,375,1.0,0.00588,0.2807,1.0,0.04028,Leicester City,1.45926,73629,1.0,0.00148,4.0,0.00148,1.0,2017-03-12 21:55
BEN,2.0,2.0,2.0,1.04631,0.0,B,0.0,1.0,0.0,0.0,1929,2.0,0.0,0.0,1.0,0.0,Benfica,1.98603,74332,2.0,0.0,2.0,0.0,1.0,2017-03-12 21:55
CSKA,3.0,3.0,0.0,1.15499,-6.0,E,0.0,0.0,0.0,1.0,1963,3.0,0.0,0.0,0.0,0.0,CSKA Moscow,1.4571,74347,3.0,0.0,0.0,0.0,0.0,2017-03-12 21:55
CEL,3.0,3.0,0.0,1.30243,-11.0,C,0.0,0.0,0.0,1.0,256,3.0,0.0,0.0,0.0,0.0,Celtic,2.40609,73714,3.0,0.0,0.0,0.0,0.0,2017-03-12 21:55
NAP,1.0,2.0,3.0,0.85426,3.0,B,1.0,0.0,0.0,0.0,114,1.0,0.0,0.0,1.0,0.0,Napoli,2.3667,73848,2.0,0.0,3.0,0.0,1.0,2017-03-12 21:55
LUD,3.0,3.0,0.0,0.96754,-9.0,A,0.0,0.0,1.0,0.0,13018,3.0,0.0,0.0,0.0,0.0,Ludogorets,1.64795,103285,3.0,0.0,0.0,0.0,0.0,2017-03-12 21:55
BAR,1.0,0.0,5.0,0.69122,16.0,C,1.0,0.0,0.0,0.0,83,1.0,0.5175,1.0,1.0,0.75148,Barcelona,3.39892,74014,0.0,0.3,5.0,0.3,1.0,2017-03-12 21:55
JUV,0.0,2.0,4.0,0.54645,9.0,H,1.0,0.0,0.0,0.0,111,0.0,0.25424,0.99232,1.0,0.53066,Juventus,2.26337,73847,2.0,0.12118,4.0,0.12118,1.0,2017-03-12 21:55
KIEV,3.0,2.0,1.0,0.80262,2.0,B,0.0,0.0,0.0,1.0,440,3.0,0.0,0.0,0.0,0.0,Dynamo Kiev,1.92951,74217,2.0,0.0,1.0,0.0,0.0,2017-03-12 21:55
BMU,2.0,0.0,4.0,0.55406,8.0,D,0.0,1.0,0.0,0.0,132,2.0,0.42462,1.0,1.0,0.68336,Bayern Munich,2.91667,74078,0.0,0.23138,4.0,0.23138,1.0,2017-03-12 21:55
COP,1.0,3.0,2.0,1.04018,5.0,G,0.0,0.0,1.0,0.0,909,1.0,0.0,0.0,0.0,0.0,FC Copenhagen,1.28719,72960,3.0,0.0,2.0,0.0,0.0,2017-03-12 21:55
MGB,3.0,2.0,1.0,1.02597,-7.0,C,0.0,0.0,1.0,0.0,268,3.0,0.0,0.0,0.0,0.0,Borussia Monchengladbach,1.6452,74048,2.0,0.0,1.0,0.0,0.0,2017-03-12 21:55
WAR,4.0,1.0,1.0,1.53239,-15.0,F,0.0,0.0,1.0,0.0,555,4.0,0.0,0.0,0.0,0.0,Legia Warsaw,1.61261,73949,1.0,0.0,1.0,0.0,0.0,2017-03-12 21:55
SCP,5.0,0.0,1.0,0.8532,-3.0,F,0.0,0.0,0.0,1.0,2250,5.0,0.0,0.0,0.0,0.0,Sporting CP,1.70553,74330,0.0,0.0,1.0,0.0,0.0,2017-03-12 21:55
ARS,0.0,2.0,4.0,1.02037,12.0,A,1.0,0.0,0.0,0.0,359,0.0,0.0,0.0,1.0,0.0,Arsenal,2.43305,73616,2.0,0.0,4.0,0.0,1.0,2017-03-12 21:55
POR,1.0,2.0,3.0,0.91875,6.0,G,0.0,1.0,0.0,0.0,437,1.0,0.0004,0.00768,1.0,0.00152,FC Porto,1.82819,74329,2.0,0.0001,3.0,0.0001,1.0,2017-03-12 21:55
TOT,3.0,1.0,2.0,0.76988,0.0,E,0.0,0.0,1.0,0.0,367,3.0,0.0,0.0,0.0,0.0,Tottenham Hotspur,2.14794,73602,1.0,0.0,2.0,0.0,0.0,2017-03-12 21:55
SEV,1.0,2.0,3.0,0.9408,4.0,H,0.0,1.0,0.0,0.0,243,1.0,0.04766,0.7193,1.0,0.18628,Sevilla FC,1.94108,93401,2.0,0.01526,3.0,0.01526,1.0,2017-03-12 21:55
BES,1.0,4.0,1.0,1.50455,-5.0,B,0.0,0.0,1.0,0.0,1895,1.0,0.0,0.0,0.0,0.0,Besiktas,1.75653,74202,4.0,0.0,1.0,0.0,0.0,2017-03-12 21:55
PSV,4.0,2.0,0.0,1.17512,-7.0,D,0.0,0.0,0.0,1.0,148,4.0,0.0,0.0,0.0,0.0,PSV,1.85881,93373,2.0,0.0,0.0,0.0,0.0,2017-03-12 21:55
ROS,3.0,2.0,1.0,1.4208,-6.0,D,0.0,0.0,1.0,0.0,3852,3.0,0.0,0.0,0.0,0.0,Rostov,1.39696,74350,2.0,0.0,1.0,0.0,0.0,2017-03-06 21:36
LYON,2.0,2.0,2.0,1.05222,2.0,H,0.0,0.0,1.0,0.0,167,2.0,0.0,0.0,0.0,0.0,Lyon,2.15734,74432,2.0,0.0,2.0,0.0,0.0,2017-03-06 21:36
MAD,0.0,3.0,3.0,0.89642,6.0,F,0.0,1.0,0.0,0.0,86,0.0,0.2869,0.84694,1.0,0.51214,Real Madrid,3.01181,74013,3.0,0.1489,3.0,0.1489,1.0,2017-03-06 21:36
CBKV,6.0,0.0,0.0,1.51857,-12.0,G,0.0,0.0,0.0,1.0,570,6.0,0.0,0.0,0.0,0.0,Club Brugge,1.02543,72883,0.0,0.0,0.0,0.0,0.0,2017-03-06 21:36
BAS,4.0,2.0,0.0,1.31309,-9.0,A,0.0,0.0,0.0,1.0,989,4.0,0.0,0.0,0.0,0.0,Basel,1.85505,93159,2.0,0.0,0.0,0.0,0.0,2017-03-06 21:36
PSG,0.0,3.0,3.0,0.68917,6.0,A,0.0,1.0,0.0,0.0,160,0.0,0.20152,0.92762,1.0,0.45316,Paris Saint-Germain,2.49686,74427,3.0,0.0924,3.0,0.0924,1.0,2017-03-06 21:36
DIN,6.0,0.0,0.0,1.22434,-15.0,H,0.0,0.0,0.0,1.0,597,6.0,0.0,0.0,0.0,0.0,Dinamo Zagreb,1.26939,72934,0.0,0.0,0.0,0.0,0.0,2017-03-06 21:36
DOR,0.0,2.0,4.0,0.85322,12.0,F,1.0,0.0,0.0,0.0,124,0.0,0.12342,0.54042,1.0,0.26836,Borussia Dortmund,2.60342,74050,2.0,0.05852,4.0,0.05852,1.0,2017-03-06 21:36
MON,1.0,2.0,3.0,0.94775,2.0,E,1.0,0.0,0.0,0.0,174,1.0,0.02468,0.1616,1.0,0.06564,AS Monaco,2.4122,74430,2.0,0.01016,3.0,0.01016,1.0,2017-03-06 21:36
LEV,0.0,4.0,2.0,1.18787,4.0,E,0.0,1.0,0.0,0.0,131,0.0,0.00118,0.01326,1.0,0.00396,Bayer Leverkusen,1.98189,74045,4.0,0.00026,2.0,0.00026,1.0,2017-03-06 21:36
MNC,1.0,3.0,2.0,0.73243,2.0,C,0.0,1.0,0.0,0.0,382,1.0,0.23674,0.8384,1.0,0.46266,Manchester City,2.50428,73608,3.0,0.11812,2.0,0.11812,1.0,2017-03-06 21:36
ATL,1.0,0.0,5.0,0.72099,5.0,D,1.0,0.0,0.0,0.0,1068,1.0,0.171,0.98674,1.0,0.4203,Atletico Madrid,1.923,74010,0.0,0.07306,5.0,0.07306,1.0,2017-03-06 21:36
LEI,1.0,1.0,4.0,1.23585,1.0,G,1.0,0.0,0.0,0.0,375,1.0,0.0084,0.26708,1.0,0.04844,Leicester City,1.45926,73629,1.0,0.00226,4.0,0.00226,1.0,2017-03-06 21:36
BEN,2.0,2.0,2.0,1.02695,0.0,B,0.0,1.0,0.0,0.0,1929,2.0,0.02188,0.45958,1.0,0.10266,Benfica,2.03295,74332,2.0,0.0062,2.0,0.0062,1.0,2017-03-06 21:36
CSKA,3.0,3.0,0.0,1.15499,-6.0,E,0.0,0.0,0.0,1.0,1963,3.0,0.0,0.0,0.0,0.0,CSKA Moscow,1.4571,74347,3.0,0.0,0.0,0.0,0.0,2017-03-06 21:36
CEL,3.0,3.0,0.0,1.30243,-11.0,C,0.0,0.0,0.0,1.0,256,3.0,0.0,0.0,0.0,0.0,Celtic,2.40609,73714,3.0,0.0,0.0,0.0,0.0,2017-03-06 21:36
NAP,1.0,2.0,3.0,0.86383,3.0,B,1.0,0.0,0.0,0.0,114,1.0,0.03534,0.15306,1.0,0.07748,Napoli,2.38596,73848,2.0,0.01626,3.0,0.01626,1.0,2017-03-06 21:36
LUD,3.0,3.0,0.0,0.96754,-9.0,A,0.0,0.0,1.0,0.0,13018,3.0,0.0,0.0,0.0,0.0,Ludogorets,1.64795,103285,3.0,0.0,0.0,0.0,0.0,2017-03-06 21:36
BAR,1.0,0.0,5.0,0.66101,16.0,C,1.0,0.0,0.0,0.0,83,1.0,0.04212,0.07238,1.0,0.05852,Barcelona,3.34063,74014,0.0,0.0253,5.0,0.0253,1.0,2017-03-06 21:36
JUV,0.0,2.0,4.0,0.5345,9.0,H,1.0,0.0,0.0,0.0,111,0.0,0.30678,0.99386,1.0,0.57638,Juventus,2.22046,73847,2.0,0.15678,4.0,0.15678,1.0,2017-03-06 21:36
KIEV,3.0,2.0,1.0,0.80262,2.0,B,0.0,0.0,0.0,1.0,440,3.0,0.0,0.0,0.0,0.0,Dynamo Kiev,1.92951,74217,2.0,0.0,1.0,0.0,0.0,2017-03-06 21:36
BMU,2.0,0.0,4.0,0.56252,8.0,D,0.0,1.0,0.0,0.0,132,2.0,0.45328,0.98918,1.0,0.6933,Bayern Munich,2.82389,74078,0.0,0.25718,4.0,0.25718,1.0,2017-03-06 21:36
COP,1.0,3.0,2.0,1.04018,5.0,G,0.0,0.0,1.0,0.0,909,1.0,0.0,0.0,0.0,0.0,FC Copenhagen,1.28719,72960,3.0,0.0,2.0,0.0,0.0,2017-03-06 21:36
MGB,3.0,2.0,1.0,0.98496,-7.0,C,0.0,0.0,1.0,0.0,268,3.0,0.0,0.0,0.0,0.0,Borussia Monchengladbach,1.65476,74048,2.0,0.0,1.0,0.0,0.0,2017-03-06 21:36
WAR,4.0,1.0,1.0,1.53239,-15.0,F,0.0,0.0,1.0,0.0,555,4.0,0.0,0.0,0.0,0.0,Legia Warsaw,1.61261,73949,1.0,0.0,1.0,0.0,0.0,2017-03-06 21:36
SCP,5.0,0.0,1.0,0.8532,-3.0,F,0.0,0.0,0.0,1.0,2250,5.0,0.0,0.0,0.0,0.0,Sporting CP,1.70553,74330,0.0,0.0,1.0,0.0,0.0,2017-03-06 21:36
ARS,0.0,2.0,4.0,0.98048,12.0,A,1.0,0.0,0.0,0.0,359,0.0,0.00274,0.01082,1.0,0.00518,Arsenal,2.46292,73616,2.0,0.00144,4.0,0.00144,1.0,2017-03-06 21:36
POR,1.0,2.0,3.0,0.91875,6.0,G,0.0,1.0,0.0,0.0,437,1.0,0.00048,0.00614,1.0,0.00176,FC Porto,1.82819,74329,2.0,0.0002,3.0,0.0002,1.0,2017-03-06 21:36
TOT,3.0,1.0,2.0,0.76988,0.0,E,0.0,0.0,1.0,0.0,367,3.0,0.0,0.0,0.0,0.0,Tottenham Hotspur,2.14794,73602,1.0,0.0,2.0,0.0,0.0,2017-03-06 21:36
SEV,1.0,2.0,3.0,0.90853,4.0,H,0.0,1.0,0.0,0.0,243,1.0,0.08354,0.73292,1.0,0.25006,Sevilla FC,1.9874,93401,2.0,0.03296,3.0,0.03296,1.0,2017-03-06 21:36
BES,1.0,4.0,1.0,1.50455,-5.0,B,0.0,0.0,1.0,0.0,1895,1.0,0.0,0.0,0.0,0.0,Besiktas,1.75653,74202,4.0,0.0,1.0,0.0,0.0,2017-03-06 21:36
PSV,4.0,2.0,0.0,1.17512,-7.0,D,0.0,0.0,0.0,1.0,148,4.0,0.0,0.0,0.0,0.0,PSV,1.85881,93373,2.0,0.0,0.0,0.0,0.0,2017-03-06 21:36
ROS,3.0,2.0,1.0,1.4208,-6.0,D,0.0,0.0,1.0,0.0,3852,3.0,0.0,0.0,0.0,0.0,Rostov,1.39696,74350,2.0,0.0,1.0,0.0,0.0,2017-02-27 21:54
LYON,2.0,2.0,2.0,1.0686,2.0,H,0.0,0.0,1.0,0.0,167,2.0,0.0,0.0,0.0,0.0,Lyon,2.16718,74432,2.0,0.0,2.0,0.0,0.0,2017-02-27 21:54
MAD,0.0,3.0,3.0,0.81722,6.0,F,0.0,1.0,0.0,0.0,86,0.0,0.31288,0.8542,1.0,0.54152,Real Madrid,2.96312,74013,3.0,0.16678,3.0,0.16678,1.0,2017-02-27 21:54
CBKV,6.0,0.0,0.0,1.51857,-12.0,G,0.0,0.0,0.0,1.0,570,6.0,0.0,0.0,0.0,0.0,Club Brugge,1.02543,72883,0.0,0.0,0.0,0.0,0.0,2017-02-27 21:54
BAS,4.0,2.0,0.0,1.31309,-9.0,A,0.0,0.0,0.0,1.0,989,4.0,0.0,0.0,0.0,0.0,Basel,1.85505,93159,2.0,0.0,0.0,0.0,0.0,2017-02-27 21:54
PSG,0.0,3.0,3.0,0.67897,6.0,A,0.0,1.0,0.0,0.0,160,0.0,0.21294,0.93638,1.0,0.47084,Paris Saint-Germain,2.51029,74427,3.0,0.10026,3.0,0.10026,1.0,2017-02-27 21:54
DIN,6.0,0.0,0.0,1.22434,-15.0,H,0.0,0.0,0.0,1.0,597,6.0,0.0,0.0,0.0,0.0,Dinamo Zagreb,1.26939,72934,0.0,0.0,0.0,0.0,0.0,2017-02-27 21:54
DOR,0.0,2.0,4.0,0.84032,12.0,F,1.0,0.0,0.0,0.0,124,0.0,0.11336,0.52454,1.0,0.25146,Borussia Dortmund,2.4915,74050,2.0,0.05258,4.0,0.05258,1.0,2017-02-27 21:54
MON,1.0,2.0,3.0,0.96406,2.0,E,1.0,0.0,0.0,0.0,174,1.0,0.0227,0.16048,1.0,0.06226,AS Monaco,2.37104,74430,2.0,0.0092,3.0,0.0092,1.0,2017-02-27 21:54
LEV,0.0,4.0,2.0,1.12622,4.0,E,0.0,1.0,0.0,0.0,131,0.0,0.00106,0.01386,1.0,0.00406,Bayer Leverkusen,1.95859,74045,4.0,0.00036,2.0,0.00036,1.0,2017-02-27 21:54
MNC,1.0,3.0,2.0,0.75671,2.0,C,0.0,1.0,0.0,0.0,382,1.0,0.23288,0.83952,1.0,0.45794,Manchester City,2.51901,73608,3.0,0.11506,2.0,0.11506,1.0,2017-02-27 21:54
ATL,1.0,0.0,5.0,0.74048,5.0,D,1.0,0.0,0.0,0.0,1068,1.0,0.16146,0.98614,1.0,0.41304,Atletico Madrid,1.94303,74010,0.0,0.06794,5.0,0.06794,1.0,2017-02-27 21:54
LEI,1.0,1.0,4.0,1.23022,1.0,G,1.0,0.0,0.0,0.0,375,1.0,0.00824,0.25132,1.0,0.04386,Leicester City,1.41794,73629,1.0,0.00236,4.0,0.00236,1.0,2017-02-27 21:54
BEN,2.0,2.0,2.0,1.02695,0.0,B,0.0,1.0,0.0,0.0,1929,2.0,0.02368,0.47546,1.0,0.1078,Benfica,2.03295,74332,2.0,0.00712,2.0,0.00712,1.0,2017-02-27 21:54
CSKA,3.0,3.0,0.0,1.15499,-6.0,E,0.0,0.0,0.0,1.0,1963,3.0,0.0,0.0,0.0,0.0,CSKA Moscow,1.4571,74347,3.0,0.0,0.0,0.0,0.0,2017-02-27 21:54
CEL,3.0,3.0,0.0,1.30243,-11.0,C,0.0,0.0,0.0,1.0,256,3.0,0.0,0.0,0.0,0.0,Celtic,2.40609,73714,3.0,0.0,0.0,0.0,0.0,2017-02-27 21:54
NAP,1.0,2.0,3.0,0.86986,3.0,B,1.0,0.0,0.0,0.0,114,1.0,0.03328,0.1458,1.0,0.0705,Napoli,2.36592,73848,2.0,0.01558,3.0,0.01558,1.0,2017-02-27 21:54
LUD,3.0,3.0,0.0,0.96754,-9.0,A,0.0,0.0,1.0,0.0,13018,3.0,0.0,0.0,0.0,0.0,Ludogorets,1.64795,103285,3.0,0.0,0.0,0.0,0.0,2017-02-27 21:54
BAR,1.0,0.0,5.0,0.64251,16.0,C,1.0,0.0,0.0,0.0,83,1.0,0.03548,0.06362,1.0,0.0497,Barcelona,3.22769,74014,0.0,0.02094,5.0,0.02094,1.0,2017-02-27 21:54
